字段,,operator,操作人,b_behos_checkin,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,base_label,"基础标签表 （包含咨询评价、咨询疾病等）",,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人姓名,w_wheelchair,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,b_behos_triage,来院登记分诊表,,健康医疗数据规范-个人属性数据-人口统计信息-住址,健康医疗数据规范-医疗应用数据-入院记录
数据表,,base_disease,疾病库表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,clinic_room,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-物资数据
字段,,deptid,base表科室id,yy_wait_rule,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,mobile,手机号码,b_member,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,username,人员名称,pd_user,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作者名称,o_bizorder,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,b_user_member_card_old,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,r_medical_appoint_water,监管平台医技预约流水表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-各类检查检验相关单号;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,deptcode,科室代码,yy_wait_list,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,deptname,科室名称,cons_doctor_ex,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,lastrentname,最后租用者姓名,w_wheelchair,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,svn_subject,新满意度_我的问卷,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,cons_consult_prescorder,咨询开方表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,idcardno,身份证,b_behos_checkin,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,operatorname,,cons_dept_ex,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,pharmaceutical,药厂,p_drugs_catalog_manage,,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据
字段,,operatorname,操作人名称,b_member_service_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,deptcode,科室代码,b_doctor,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,scheduler_job,定时任务,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operatorname,操作人名称,sys_alipay_user_access_token,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,name,姓名,nw_nursing_worker,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,,presc_order_audit_old,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,lczc_name,临床职称,base_doctor,健康医疗数据规范-个人属性数据-医护人员信息-医护职称,
数据表,,sys_messagetemp,消息模板表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,price,需要支付金额(分),o_order,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,mc_express_order,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-人口统计信息-住址;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,deptname,,presc_prescription_template,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,address,住址,yy_water,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,pttel,患者联系电话,r_online_ask,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operator_name,操作人,base_doctor,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,mc_setting,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,svn_visit_plan_record,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,cno,卡号,me_medexam_water,,
字段,,medinssumamount,医保实收(分),pb_fjmi_bill_rf,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,操作人名称,pd_config,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,ev_message_result_old,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,b_article_ex,,,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,qy_warn_value,,,健康医疗数据规范-个人属性数据-个人身份信息-住院号;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,phone,手机号,tb_mcopy_user,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
